Ex-0,Ex-1,Ex-2,Ex-3,Ex-4
5.847489036060348,3.0091730212745706,14.455272255733737,18.29958506783003,4.864581089815228
4.0627210508516365,3.234958950143812,13.625114608938146,4.948063831586412,2.680951285206664
6.532982350743808,4.406475577730535,9.294191145084142,8.597269733524792,20.78219560370034
9.794066419588475,4.009193914237069,7.911320695663475,3.2713461124792556,12.912258501343844
5.927808359398424,4.280792423296227,7.012056685689389,6.743035076981298,7.306733174617123
5.855057876975847,3.6792586874563615,8.86755489832784,21.98712538086741,19.990229599243854
4.1284464537241075,6.338727621060846,5.161459669737842,6.947929507254972,4.06429547586436
5.407484603815602,3.1624392583461565,20.616295786602375,5.844585200670429,15.49593986695479
6.81068352964639,5.385892086683956,4.075769720254617,11.358154545359325,5.951049210043579
6.147842821760305,3.721681085136294,19.793865563255377,9.098269330907488,4.035721414244769
9.687352861069028,5.502347180126255,4.010538434368122,5.3972456082617235,14.519984010718346
9.775256732246769,4.1892529600797355,5.386724293077419,4.018243170505444,4.020409787917149
4.012754803041787,3.391012988409423,14.341889038982245,7.129172617022289,12.547196658607362
5.041423379968474,6.788228352383608,10.206584746298507,15.135611995266192,3.018645432283155
6.463634064217484,3.76878022564678,7.125380169958609,16.64568719543017,3.3621551746971363
4.519545557302881,4.668694764987593,24.109765047402703,6.412282874201098,16.309947361570647
8.636499239653844,5.250790016302916,5.194596081248532,3.624395148985603,2.10254272924805
4.261039598431939,4.936404070052848,9.841188087374695,4.923079418729291,8.694091871664305
4.194786932801869,8.349785785832884,6.457646724331062,5.772073016893359,44.93057106673002
4.571083223836871,9.670465447212731,5.320001097238233,5.203290193934219,34.998949152283025
5.1325617269265615,8.512756335532615,4.083580980828992,9.726798529276033,5.881039006209514
8.807006154829853,7.334914646695174,6.991146675947823,4.156800834028182,5.321510303942724
7.015015833615882,5.092031887824014,10.133175280677241,3.06214760164635,4.1396529037677015
4.66846522537072,5.815619740192825,4.765678512042123,4.723768745210812,16.37804725367439
4.189290914553583,3.4249133658882727,15.037206733378575,25.743381365764204,5.92009212598344
4.953564517541821,7.527783427550635,6.968376289687643,8.122459792416755,4.121480135435463
5.081779239182088,8.207335794659086,5.997778851067665,20.023447599017395,12.418499400086592
4.620917726056357,5.7785319038488,16.091724431534423,35.206071808766126,36.64772360499693
8.918799822150616,8.044203650294875,7.084395222939405,4.741863074969433,19.410678840441207
8.82336857326905,3.0905956624816557,18.49025529049593,3.0835048100454094,3.5452737059437425
6.35444381808824,3.794188667168626,11.071756162743185,6.266401478866978,5.01048528423042
6.874242715135915,4.24908393973728,16.76532721080948,3.8239790896922363,13.641550606698756
4.18701077254231,3.065589654607528,7.875018709034437,29.23789045471159,7.629860378489798
7.746004490759827,3.3038421083415686,4.04035942297933,4.284625639628451,10.218747461406005
4.091100966853995,4.0258109061145255,8.465576836825552,15.904560679259468,4.237493591751992
10.3804640491603,3.817742204182266,15.672272211412965,4.382232692826827,3.648201097989425
5.35358791019265,5.472784529618321,9.207046114858299,11.57965824504974,2.587390863784978
4.3797918169150245,8.86404988452583,8.642581969402961,8.495834600355927,11.469740729098001
4.027363996608595,7.4428823931058545,16.678152960556467,19.30969478560028,4.274184925145518
4.232664299184041,4.019885947671579,5.140139116850629,9.133174213722405,20.423721613497012
4.540797872288095,3.7829829481835686,4.227361491056003,3.3187653901723273,36.526793216980245
4.315389484976677,3.4689570994461847,11.94536964190944,8.508140137704123,5.652522034868972
8.26324026578746,6.1080162155407605,4.373147988211277,8.06691015715089,14.504005488737103
6.655563171711957,10.372193970807201,5.088898601364262,7.15615694937633,11.60267665467098
5.304014693773503,4.389305877391729,8.556998366136666,3.484289912127265,24.38695442991786
8.053535875014713,7.8556598368377,9.883824387853016,3.208232857554065,2.571562625467083
9.158259960308314,4.316019892598383,14.996465826524588,28.444992095868162,25.408164332439153
4.3844501295342875,5.322075921804557,8.524395646342644,12.434199571096185,12.11538847913304
5.6996950395669055,7.387369271061589,13.67954242667781,3.3233236867119587,14.262022313442236
9.11429524497104,4.581113950707961,10.173979797429302,21.84293557311224,3.088183131430216
5.406006654495282,5.600791984569494,7.6336551147080325,11.810210971551296,18.922166940604964
4.522542562245814,4.898001485643653,5.2898412414973075,4.8187357749814295,14.179693358393578
8.474177242936788,5.576624282814397,9.481568876381552,7.236439784501876,14.685594160352442
6.391475350884368,10.426392489940442,5.230718011198633,6.310233569228828,20.59320385639168
7.6460619692731235,7.934981810863985,5.936166353695233,19.19602974183568,3.2274044356666742
10.94645300783383,10.598180084774057,9.721935720096605,10.843802833891631,22.222144979914436
4.504828984464909,4.192227291343128,4.3168915952424225,9.099533330668688,26.953826497562716
5.21782573994724,3.2681488565514845,11.839870503407957,3.782398281811904,18.532615400327803
5.717362144717916,5.731975557031288,14.525309014951409,4.486284123395121,21.39437257919869
6.011122000357833,6.819304918908214,9.420610930412511,3.9616599271566817,3.1160800838240723
5.724084858110746,7.716597463678113,13.824914408831225,7.231177036605551,25.338178674753724
6.983759841356601,5.693341907289439,4.543644734118805,9.052185916101466,4.003522192559057
5.784443921780497,4.490366562147658,13.874648157680113,19.80009555422351,3.0080937029489125
6.750353357727187,6.6948598841855675,8.303733634877826,10.64844435411345,7.369626500237272
6.077686042083045,6.494379352516953,6.121921137434384,4.275643538521234,29.855412619696615
7.254689303161816,4.669388283635601,8.023098712114239,22.347253304177293,8.394385693439398
6.146711956602086,3.7500182290691937,8.686472626790703,4.161663824001982,2.219390962033319
6.128774982081362,4.358758516556651,25.693111315229043,13.502793741157717,20.566120137956865
5.762317061964807,3.4678914761299424,7.834982130036364,4.82928082612094,6.867944135542141
5.99344661718156,4.492404381598838,9.619497071397056,3.641042300741086,9.364138849446114
10.832434813478537,4.805805521659437,7.453864963757436,4.872396072164268,16.47727271150313
4.4754707803892275,3.889929742923643,5.201529090984492,40.08065408972675,27.15971219778633
6.791777811227378,3.061059139363623,7.996560782160981,7.629034318936542,9.734046163100116
7.649121614309243,4.324316933523756,6.009610854256659,12.626865518310872,15.242979149434795
4.656827645817858,4.3616110581483625,4.235290745331994,6.601624265577617,4.588824278170413
9.260940806075306,4.375430978068299,7.827832768420557,8.83293034215288,6.733055115507427
9.210064800460946,3.943788903063918,6.4695934838214635,14.594538731693795,4.097326083727446
7.078326163542731,11.911683993306346,4.887857861009721,5.235300521412633,2.1135539076519834
10.550604427763005,5.8346533255829875,5.664545551798063,16.908557964330345,12.193715055595987
6.593884248376954,10.775774002044775,5.379640410028113,3.813984531543524,55.18427198880698
4.792801467995629,3.9202717356471863,4.7290511453295805,21.379444627349827,7.851934593192882
6.169428513734133,3.6319991857710456,11.60058115770285,6.259742726975508,15.648375380320392
7.028416544483213,6.128121991768233,6.7642861074711735,3.5830929808133467,8.84959616076186
9.242590716480958,7.885962163418502,23.64405095629894,28.03011589223143,9.386384954029456
9.34321288322102,11.872497828657,7.9322132429047905,8.83145791148089,9.711858875362019
4.2529722825918,5.267007861074715,20.713844113415394,9.694385408976963,9.26568395051061
5.870211482231003,3.032723358716587,6.895651138865715,25.13627147245885,6.63351749364037
5.357944460429927,3.4549581349138774,5.507528576601334,11.771472559752741,25.94299574584859
4.521498313801252,4.056089276890351,6.077109033920438,21.14460514013829,6.466685512135012
4.192420455400192,4.155743950151977,19.831026947350633,10.75447106613107,36.44137078805373
6.497349173970153,4.0267127434015615,7.552351697267636,33.96345213321155,9.532425093494638
8.643716568694432,10.416588042679814,14.120968419402478,3.338590156599124,12.369137565019484
5.258136179480492,6.100471415021643,6.677797420442973,8.16495906803445,7.6505406326761065
5.0809126096244785,6.228909957123254,20.444527976207336,3.053262834534784,6.100497788621571
5.758249492658473,3.9601618755817705,7.734926300594607,4.201018101551057,3.6881304989561086
10.534395251880449,11.33897496451147,13.944851236552608,7.265866856374919,5.6746960589816595
6.0667296240468325,3.297425271814961,7.110921076416098,39.74899268988996,28.172591201775685
7.980000487832681,5.137108332312888,9.32202247917989,19.13366931638748,6.787439798141778
10.616675037195563,6.5695322267351175,11.61927245426492,6.055707106353138,28.227625324054124
9.156714744815167,4.476652639415193,16.22436802269025,9.851857140165691,2.0880579479745274
10.275867568671297,7.176322808851942,5.241241739004326,6.303842101418578,4.45863610085799
8.021648464118297,5.130112691056651,7.804040132188644,4.692391360449825,7.852047533292054
6.454096516575014,3.1329559953455774,4.3760792362232195,18.62632356010796,5.2913719875507175
8.073011989857433,3.483897643708201,4.475249801760356,6.027479649881033,2.017650540542339
4.025489098065008,3.935040358534567,6.051948835166895,3.08114833469043,3.7370150192745175
4.07794693968237,6.89212853059869,7.120045300314491,14.252994461867988,5.083482593838956
5.39471462817834,5.208880760481996,12.612363250870049,15.824407892728884,14.735739832286985
5.329328897058717,6.0714850977301325,13.311825848844913,3.4933765919270012,5.22775968072046
9.696585640728479,4.114206606472776,7.114550904217152,3.2059669955478185,2.048566395366276
9.748139078528903,5.1222307424213875,19.560978926332524,16.838040707949848,2.4007767745281083
9.764063287138734,8.14169655183099,7.030458196207681,8.296219498764419,14.175619509009762
8.536143175060245,4.597187962686436,22.79163978191316,5.945280627993605,43.78117076904429
6.18374949383737,3.59619532328605,5.503013906164074,7.567752272187759,3.121141705291274
8.555256422830167,8.902666985647318,9.265185180047538,3.470516701108754,4.506740301843297
4.80634262679171,8.264907892897757,6.939768764575619,5.011127907147729,42.18433880297562
4.5979010751530875,7.485352766856263,14.822859501208578,6.304400265138405,6.5141103549367525
4.050017012892281,7.088227251928129,12.378319536992366,6.517624707692583,15.493806630831523
8.790430505168818,4.2223854348149885,5.7725657581174605,3.7457510041840467,7.747539800976338
4.2307325800571665,3.4150195907670127,4.809189444315776,7.259523079767812,25.88120429323955
5.49203887931076,5.695513667824631,10.331402798516363,17.489305113503846,18.01808970452263
5.336052452383858,7.224359513948204,10.717182726322868,6.950867986598502,5.582194559771304
5.349984274147811,5.223705742782235,6.882514407177864,3.8635784060932155,22.115932287778534
5.409907417194229,3.738305376839057,7.788879027534256,4.367385577842097,27.12354535869226
7.083741502255565,3.3036670267490473,5.486417485408413,27.15630084897034,29.007915074552727
4.514214865004915,9.530281978905903,15.75746343926656,3.000058831666311,22.18429744775371
4.153913137396229,10.560164178236402,7.2598747633936025,3.094008739106398,4.68054034069802
5.240282010546699,3.6624355203807855,5.422029565144398,13.587795119212824,6.031346336852392
10.423320993294203,3.5345610085407504,4.047881039062617,4.442809466915763,20.167629143993572
7.972542871997779,3.731270870851411,4.928322404117688,9.754789726199663,6.956681327800555
6.48742391798917,4.720707194267122,6.144030132612038,27.924331093860864,5.836438482588856
8.442725369254102,5.703769480521809,7.886546280669267,25.48459318835756,8.05415361375934
5.440439602812133,4.048342723544364,7.1647849742855465,30.01197983188441,51.19833840986892
4.8605081993071195,4.823090637153558,10.117041514514073,19.13097727986328,19.85158578279497
6.777104327759685,3.100016179083209,13.983317303767382,5.063944572994738,35.13097937684721
5.259243686598122,4.120930908555167,14.542426077263215,3.6417183416801233,8.029262762181482
6.939224998190854,3.2962324437151955,7.528241019799064,7.044259812066495,4.740875715981469
4.753339236404223,3.40219488053794,5.4239642891634885,18.649222956936796,3.5713020119968863
10.215663172604934,3.6312716104591387,21.065392761079764,14.214267866874701,7.194629217525459
5.7437864813258726,7.3961331741297895,7.338422371935043,17.092367262559506,2.1969171280347806
7.874516938073407,6.677005926884525,5.483139576412565,6.152051236669075,4.006895944880181
5.1312744349005825,7.913886907345402,13.695435928907502,5.3876138542358,2.9063943859185315
8.714402008475533,10.028851475189754,5.008617151763096,23.868705009854033,3.532004377800917
10.3225434319143,5.933296345965338,5.127873169566028,11.266031579752891,30.23812625946198
5.757303114192313,7.467250752764003,13.746759384928266,32.677180696528104,4.127133318197346
6.760507069963773,4.874644797922217,10.604819201624753,6.902210850472491,17.614033349651105
9.88359560471809,3.18762092192647,4.698024164639928,4.955979380733456,8.713966786352856
4.20860817289769,6.8712523808108905,24.654746197152026,4.857420461364672,2.716710345434937
5.3021986185035335,5.005128355717979,8.632669901078469,35.925741100105476,7.7231405086380605
5.284718507629572,7.641976071651516,8.468403645208626,34.855894111062526,2.737820560039101
4.436037783622893,3.555085583319226,4.004851725098263,9.261633122077477,7.572836127111643
6.3266898152074695,9.18286359616443,16.153734458446376,26.812705995171363,13.69822629821211
6.460135606515431,3.2292380013753967,6.12495063545883,16.113101403870225,24.250721764697865
9.910532128054134,4.811971339690891,6.8601524675851895,31.79362159026244,54.658579201787624
6.539257259388516,5.871069129929934,6.311248659824006,8.09264297388097,5.205028439762853
10.626809983115335,4.476754791521209,16.596013327099712,4.0092500220719,6.102997416890104
9.482945437187118,5.581625844600192,19.781438639728837,10.136472331927871,8.239922272598271
4.4953332925858565,10.97899382252966,4.81273379968946,9.382498474523013,7.80552533019393
7.259989017746759,6.425359660599354,24.905669524755986,15.024742916422671,2.726832316792978
5.183201735377873,3.4900400529991473,6.486889643744571,11.375049131669005,4.747721374547004
5.098153925793941,3.0701920312179993,4.337291321682469,3.0660708194383135,15.330592328851015
5.227188131940539,9.038792386604365,5.115976288536874,12.167392642031226,3.748422035962272
4.045562677614131,4.245466939524128,17.15833083043605,33.07487005475232,34.32926197619079
10.191192491130698,3.890719397802708,6.32543926939196,7.96202135143713,8.498272813023766
10.13976003887632,10.998837636652297,4.932171412465663,7.75803502151544,3.8014003394628983
4.674472212144989,6.101628721513414,4.922244366925259,15.508234965068567,12.724607894505668
8.583010333096052,5.197879123039212,4.513772668980746,7.5464766299080885,7.154035567481805
7.797968955604981,10.114001220883138,10.379846679332351,15.946103963441994,2.3061902961161693
6.632937313122587,7.5601704402694185,6.527240490064247,6.840043435146038,13.922499073180944
8.404329893336081,3.1809814782962507,4.503212337427392,3.8496411446001675,14.770573150259757
8.6936543272417,3.639855629709973,14.831231439715653,8.1168856031995,2.6650250124422845
7.588759291828184,7.08874414921987,4.06375265483816,8.072112900834343,2.8540472427184422
4.357780425023151,5.677920005448055,9.420388161516097,11.337049958561227,2.1291073705267243
9.907525318084135,9.262603161762595,10.926932093113836,4.338785836590419,50.565795033475304
4.372826543931696,5.365419044419664,5.102307998241513,8.151284580071641,6.608260141652755
5.243475424865791,3.191659301647084,4.18402959504973,10.278216248381268,52.040704505636114
6.0188671624755505,7.622584489782188,11.405226412963781,8.216235551613575,8.266126267973332
8.535309194027176,3.1899727158931928,5.085826547851077,3.8674497406012356,2.213336158268518
9.100335632658838,3.9695076287535365,10.714450865390154,18.00239091881718,58.25159572479122
4.936439970189883,5.256431686532285,4.725097853330528,3.031062422674514,2.5922396547927913
5.146721997479731,5.36591827395926,5.466842774078065,4.8876644091521095,2.1460588763380324
4.662016741532745,6.17622724435146,4.8069198365022645,7.8526723307646,11.090355345403717
8.556435604764207,3.1553112540104604,4.236187255702828,29.139782711330312,4.3260443260176595
6.459040939567866,7.303678283611816,7.937031374477641,26.98012206798429,11.406311738364838
9.64188426027467,4.872988088185639,12.450600884344091,4.75495105197047,14.035413488147306
